Starting log for run db2csv_no_beam_21_c20_all300
No log for spider/small_bank_1/0021 (731)
No log for spider/small_bank_1/0023 (732)
No log for spider/small_bank_1/0001 (733)
No log for spider/small_bank_1/0014 (734)
No log for spider/small_bank_1/0009 (735)
No log for spider/small_bank_1/0025 (736)
No log for spider/small_bank_1/0011 (737)
No log for spider/small_bank_1/0010 (738)
No log for spider/browser_web/0002 (739)
No log for spider/browser_web/0017 (740)
No log for spider/browser_web/0008 (741)
No log for spider/browser_web/0003 (742)
No log for spider/browser_web/0013 (743)
No log for spider/browser_web/0006 (744)
No log for spider/browser_web/0004 (745)
No log for spider/browser_web/0012 (746)
No log for spider/browser_web/0015 (747)
No log for spider/browser_web/0005 (748)
No log for spider/browser_web/0016 (749)
No log for spider/browser_web/0018 (750)
No log for spider/browser_web/0007 (751)
No log for spider/browser_web/0001 (752)
No log for spider/browser_web/0014 (753)
No log for spider/browser_web/0009 (754)
No log for spider/browser_web/0011 (755)
No log for spider/browser_web/0010 (756)
No log for spider/customer_deliveries/0002 (757)
No log for spider/customer_deliveries/0008 (758)
No log for spider/customer_deliveries/0003 (759)
No log for spider/customer_deliveries/0013 (760)
No log for spider/customer_deliveries/0006 (761)
No log for spider/customer_deliveries/0004 (762)
No log for spider/customer_deliveries/0012 (763)
No log for spider/customer_deliveries/0015 (764)
No log for spider/customer_deliveries/0005 (765)
No log for spider/customer_deliveries/0016 (766)
No log for spider/customer_deliveries/0007 (767)
No log for spider/customer_deliveries/0001 (768)
No log for spider/customer_deliveries/0014 (769)
No log for spider/customer_deliveries/0009 (770)
No log for spider/customer_deliveries/0011 (771)
No log for spider/customer_deliveries/0010 (772)
No log for spider/journal_committee/0002 (773)
No log for spider/journal_committee/0017 (774)
No log for spider/journal_committee/0008 (775)
No log for spider/journal_committee/0003 (776)
No log for spider/journal_committee/0013 (777)
No log for spider/journal_committee/0006 (778)
No log for spider/journal_committee/0004 (779)
No log for spider/journal_committee/0012 (780)
No log for spider/journal_committee/0015 (781)
No log for spider/journal_committee/0005 (782)
No log for spider/journal_committee/0016 (783)
No log for spider/journal_committee/0007 (784)
No log for spider/journal_committee/0001 (785)
No log for spider/journal_committee/0014 (786)
No log for spider/journal_committee/0009 (787)
No log for spider/journal_committee/0011 (788)
No log for spider/journal_committee/0010 (789)
No log for spider/tracking_grants_for_research/0033 (790)
No log for spider/tracking_grants_for_research/0037 (791)
No log for spider/tracking_grants_for_research/0002 (792)
No log for spider/tracking_grants_for_research/0036 (793)
No log for spider/tracking_grants_for_research/0017 (794)
No log for spider/tracking_grants_for_research/0008 (795)
No log for spider/tracking_grants_for_research/0039 (796)
No log for spider/tracking_grants_for_research/0038 (797)
No log for spider/tracking_grants_for_research/0003 (798)
No log for spider/tracking_grants_for_research/0027 (799)
No log for spider/tracking_grants_for_research/0022 (800)
No log for spider/tracking_grants_for_research/0030 (801)
No log for spider/tracking_grants_for_research/0013 (802)
No log for spider/tracking_grants_for_research/0006 (803)
No log for spider/tracking_grants_for_research/0004 (804)
No log for spider/tracking_grants_for_research/0012 (805)
No log for spider/tracking_grants_for_research/0026 (806)
No log for spider/tracking_grants_for_research/0015 (807)
No log for spider/tracking_grants_for_research/0005 (808)
No log for spider/tracking_grants_for_research/0016 (809)
No log for spider/tracking_grants_for_research/0032 (810)
No log for spider/tracking_grants_for_research/0018 (811)
No log for spider/tracking_grants_for_research/0035 (812)
No log for spider/tracking_grants_for_research/0020 (813)
No log for spider/tracking_grants_for_research/0019 (814)
No log for spider/tracking_grants_for_research/0007 (815)
No log for spider/tracking_grants_for_research/0034 (816)
No log for spider/tracking_grants_for_research/0024 (817)
No log for spider/tracking_grants_for_research/0021 (818)
No log for spider/tracking_grants_for_research/0023 (819)
No log for spider/tracking_grants_for_research/0001 (820)
No log for spider/tracking_grants_for_research/0014 (821)
No log for spider/tracking_grants_for_research/0009 (822)
No log for spider/tracking_grants_for_research/0025 (823)
No log for spider/tracking_grants_for_research/0011 (824)
No log for spider/tracking_grants_for_research/0029 (825)
No log for spider/tracking_grants_for_research/0010 (826)
No log for spider/tracking_grants_for_research/0028 (827)
No log for spider/tracking_grants_for_research/0031 (828)
No log for spider/epinions_1/0002 (829)
No log for spider/epinions_1/0017 (830)
No log for spider/epinions_1/0008 (831)
No log for spider/epinions_1/0003 (832)
No log for spider/epinions_1/0027 (833)
No log for spider/epinions_1/0022 (834)
No log for spider/epinions_1/0006 (835)
No log for spider/epinions_1/0004 (836)
No log for spider/epinions_1/0012 (837)
No log for spider/epinions_1/0026 (838)
No log for spider/epinions_1/0015 (839)
No log for spider/epinions_1/0005 (840)
No log for spider/epinions_1/0016 (841)
No log for spider/epinions_1/0018 (842)
No log for spider/epinions_1/0020 (843)
No log for spider/epinions_1/0019 (844)
No log for spider/epinions_1/0007 (845)
No log for spider/epinions_1/0024 (846)
No log for spider/epinions_1/0021 (847)
No log for spider/epinions_1/0023 (848)
No log for spider/epinions_1/0001 (849)
No log for spider/epinions_1/0009 (850)
No log for spider/epinions_1/0025 (851)
No log for spider/epinions_1/0011 (852)
No log for spider/epinions_1/0010 (853)
No log for spider/epinions_1/0028 (854)
No log for spider/store_1/0056 (855)
No log for spider/store_1/0042 (856)
No log for spider/store_1/0033 (857)
No log for spider/store_1/0037 (858)
No log for spider/store_1/0002 (859)
No log for spider/store_1/0036 (860)
No log for spider/store_1/0017 (861)
No log for spider/store_1/0052 (862)
No log for spider/store_1/0008 (863)
No log for spider/store_1/0039 (864)
No log for spider/store_1/0038 (865)
No log for spider/store_1/0003 (866)
No log for spider/store_1/0027 (867)
No log for spider/store_1/0048 (868)
No log for spider/store_1/0022 (869)
No log for spider/store_1/0053 (870)
No log for spider/store_1/0030 (871)
No log for spider/store_1/0013 (872)
No log for spider/store_1/0006 (873)
No log for spider/store_1/0004 (874)
No log for spider/store_1/0012 (875)
No log for spider/store_1/0026 (876)
No log for spider/store_1/0015 (877)
No log for spider/store_1/0005 (878)
No log for spider/store_1/0016 (879)
No log for spider/store_1/0032 (880)
No log for spider/store_1/0045 (881)
No log for spider/store_1/0018 (882)
No log for spider/store_1/0041 (883)
No log for spider/store_1/0051 (884)
No log for spider/store_1/0035 (885)
No log for spider/store_1/0020 (886)
No log for spider/store_1/0019 (887)
No log for spider/store_1/0007 (888)
No log for spider/store_1/0034 (889)
No log for spider/store_1/0024 (890)
No log for spider/store_1/0021 (891)
No log for spider/store_1/0023 (892)
No log for spider/store_1/0001 (893)
No log for spider/store_1/0043 (894)
No log for spider/store_1/0046 (895)
No log for spider/store_1/0047 (896)
No log for spider/store_1/0014 (897)
No log for spider/store_1/0009 (898)
No log for spider/store_1/0025 (899)
No log for spider/store_1/0011 (900)
No log for spider/store_1/0029 (901)
No log for spider/store_1/0010 (902)
No log for spider/store_1/0044 (903)
No log for spider/store_1/0040 (904)
No log for spider/store_1/0028 (905)
No log for spider/store_1/0049 (906)
No log for spider/store_1/0031 (907)
No log for spider/shop_membership/0002 (908)
No log for spider/shop_membership/0017 (909)
No log for spider/shop_membership/0008 (910)
No log for spider/shop_membership/0003 (911)
No log for spider/shop_membership/0022 (912)
No log for spider/shop_membership/0013 (913)
No log for spider/shop_membership/0006 (914)
No log for spider/shop_membership/0004 (915)
No log for spider/shop_membership/0012 (916)
No log for spider/shop_membership/0015 (917)
No log for spider/shop_membership/0005 (918)
No log for spider/shop_membership/0016 (919)
No log for spider/shop_membership/0020 (920)
No log for spider/shop_membership/0019 (921)
No log for spider/shop_membership/0007 (922)
No log for spider/shop_membership/0001 (923)
No log for spider/shop_membership/0014 (924)
No log for spider/shop_membership/0009 (925)
No log for spider/shop_membership/0011 (926)
No log for spider/shop_membership/0010 (927)
No log for spider/movie_1/0042 (928)
No log for spider/movie_1/0033 (929)
No log for spider/movie_1/0037 (930)
No log for spider/movie_1/0002 (931)
No log for spider/movie_1/0036 (932)
No log for spider/movie_1/0017 (933)
No log for spider/movie_1/0008 (934)
No log for spider/movie_1/0039 (935)
No log for spider/movie_1/0038 (936)
No log for spider/movie_1/0003 (937)
No log for spider/movie_1/0027 (938)
No log for spider/movie_1/0048 (939)
No log for spider/movie_1/0022 (940)
No log for spider/movie_1/0030 (941)
No log for spider/movie_1/0013 (942)
No log for spider/movie_1/0006 (943)
No log for spider/movie_1/0004 (944)
No log for spider/movie_1/0012 (945)
No log for spider/movie_1/0026 (946)
No log for spider/movie_1/0015 (947)
No log for spider/movie_1/0005 (948)
No log for spider/movie_1/0016 (949)
No log for spider/movie_1/0032 (950)
No log for spider/movie_1/0045 (951)
No log for spider/movie_1/0018 (952)
No log for spider/movie_1/0041 (953)
No log for spider/movie_1/0035 (954)
No log for spider/movie_1/0020 (955)
No log for spider/movie_1/0019 (956)
No log for spider/movie_1/0007 (957)
No log for spider/movie_1/0034 (958)
No log for spider/movie_1/0024 (959)
No log for spider/movie_1/0021 (960)
No log for spider/movie_1/0023 (961)
No log for spider/movie_1/0001 (962)
No log for spider/movie_1/0043 (963)
No log for spider/movie_1/0046 (964)
No log for spider/movie_1/0047 (965)
No log for spider/movie_1/0009 (966)
No log for spider/movie_1/0025 (967)
No log for spider/movie_1/0011 (968)
No log for spider/movie_1/0029 (969)
No log for spider/movie_1/0010 (970)
No log for spider/movie_1/0044 (971)
No log for spider/movie_1/0040 (972)
No log for spider/movie_1/0028 (973)
No log for spider/movie_1/0049 (974)
No log for spider/movie_1/0031 (975)
No log for spider/book_2/0002 (976)
No log for spider/book_2/0017 (977)
No log for spider/book_2/0008 (978)
No log for spider/book_2/0003 (979)
No log for spider/book_2/0013 (980)
No log for spider/book_2/0006 (981)
No log for spider/book_2/0004 (982)
No log for spider/book_2/0012 (983)
No log for spider/book_2/0015 (984)
No log for spider/book_2/0005 (985)
No log for spider/book_2/0016 (986)
No log for spider/book_2/0018 (987)
No log for spider/book_2/0020 (988)
No log for spider/book_2/0019 (989)
No log for spider/book_2/0007 (990)
No log for spider/book_2/0001 (991)
No log for spider/book_2/0014 (992)
No log for spider/book_2/0009 (993)
No log for spider/book_2/0011 (994)
No log for spider/book_2/0010 (995)
No log for spider/student_1/0033 (996)
No log for spider/student_1/0002 (997)
No log for spider/student_1/0008 (998)
No log for spider/student_1/0003 (999)
No log for spider/student_1/0027 (1000)
No log for spider/student_1/0022 (1001)
No log for spider/student_1/0030 (1002)
No log for spider/student_1/0013 (1003)
No log for spider/student_1/0006 (1004)
No log for spider/student_1/0004 (1005)
No log for spider/student_1/0012 (1006)
No log for spider/student_1/0026 (1007)
No log for spider/student_1/0015 (1008)
No log for spider/student_1/0005 (1009)
No log for spider/student_1/0032 (1010)
No log for spider/student_1/0020 (1011)
No log for spider/student_1/0007 (1012)
No log for spider/student_1/0034 (1013)
No log for spider/student_1/0024 (1014)
No log for spider/student_1/0021 (1015)
No log for spider/student_1/0023 (1016)
No log for spider/student_1/0001 (1017)
No log for spider/student_1/0014 (1018)
No log for spider/student_1/0009 (1019)
No log for spider/student_1/0025 (1020)
No log for spider/student_1/0011 (1021)
No log for spider/student_1/0029 (1022)
No log for spider/student_1/0010 (1023)
No log for spider/student_1/0028 (1024)
No log for spider/student_1/0031 (1025)
No log for spider/cre_Docs_and_Epenses/0042 (1026)
No log for spider/cre_Docs_and_Epenses/0033 (1027)
No log for spider/cre_Docs_and_Epenses/0037 (1028)
No log for spider/cre_Docs_and_Epenses/0002 (1029)
No log for spider/cre_Docs_and_Epenses/0036 (1030)
No log for spider/cre_Docs_and_Epenses/0017 (1031)
No log for spider/cre_Docs_and_Epenses/0008 (1032)
No log for spider/cre_Docs_and_Epenses/0039 (1033)
No log for spider/cre_Docs_and_Epenses/0038 (1034)
No log for spider/cre_Docs_and_Epenses/0003 (1035)
No log for spider/cre_Docs_and_Epenses/0027 (1036)
No log for spider/cre_Docs_and_Epenses/0022 (1037)
No log for spider/cre_Docs_and_Epenses/0030 (1038)
No log for spider/cre_Docs_and_Epenses/0013 (1039)
No log for spider/cre_Docs_and_Epenses/0006 (1040)
No log for spider/cre_Docs_and_Epenses/0004 (1041)
No log for spider/cre_Docs_and_Epenses/0012 (1042)
No log for spider/cre_Docs_and_Epenses/0026 (1043)
No log for spider/cre_Docs_and_Epenses/0015 (1044)
No log for spider/cre_Docs_and_Epenses/0005 (1045)
No log for spider/cre_Docs_and_Epenses/0016 (1046)
No log for spider/cre_Docs_and_Epenses/0032 (1047)
No log for spider/cre_Docs_and_Epenses/0018 (1048)
No log for spider/cre_Docs_and_Epenses/0035 (1049)
No log for spider/cre_Docs_and_Epenses/0020 (1050)
No log for spider/cre_Docs_and_Epenses/0019 (1051)
No log for spider/cre_Docs_and_Epenses/0007 (1052)
No log for spider/cre_Docs_and_Epenses/0034 (1053)
No log for spider/cre_Docs_and_Epenses/0024 (1054)
No log for spider/cre_Docs_and_Epenses/0021 (1055)
