Starting log for run db2csv_beam_smbop_17_c20
No log for spider/small_bank_1/0024 (731)
No log for spider/small_bank_1/0021 (732)
No log for spider/small_bank_1/0023 (733)
No log for spider/small_bank_1/0001 (734)
No log for spider/small_bank_1/0014 (735)
No log for spider/small_bank_1/0009 (736)
No log for spider/small_bank_1/0025 (737)
No log for spider/small_bank_1/0011 (738)
No log for spider/small_bank_1/0010 (739)
No log for spider/browser_web/0002 (740)
No log for spider/browser_web/0017 (741)
No log for spider/browser_web/0008 (742)
No log for spider/browser_web/0003 (743)
No log for spider/browser_web/0013 (744)
No log for spider/browser_web/0006 (745)
No log for spider/browser_web/0004 (746)
No log for spider/browser_web/0012 (747)
No log for spider/browser_web/0015 (748)
No log for spider/browser_web/0005 (749)
No log for spider/browser_web/0016 (750)
No log for spider/browser_web/0018 (751)
No log for spider/browser_web/0007 (752)
No log for spider/browser_web/0001 (753)
No log for spider/browser_web/0014 (754)
No log for spider/browser_web/0009 (755)
No log for spider/browser_web/0011 (756)
No log for spider/browser_web/0010 (757)
No log for spider/customer_deliveries/0002 (758)
No log for spider/customer_deliveries/0008 (759)
No log for spider/customer_deliveries/0003 (760)
No log for spider/customer_deliveries/0013 (761)
No log for spider/customer_deliveries/0006 (762)
No log for spider/customer_deliveries/0004 (763)
No log for spider/customer_deliveries/0012 (764)
No log for spider/customer_deliveries/0015 (765)
No log for spider/customer_deliveries/0005 (766)
No log for spider/customer_deliveries/0016 (767)
No log for spider/customer_deliveries/0007 (768)
No log for spider/customer_deliveries/0001 (769)
No log for spider/customer_deliveries/0014 (770)
No log for spider/customer_deliveries/0009 (771)
No log for spider/customer_deliveries/0011 (772)
No log for spider/customer_deliveries/0010 (773)
No log for spider/journal_committee/0002 (774)
No log for spider/journal_committee/0017 (775)
No log for spider/journal_committee/0008 (776)
No log for spider/journal_committee/0003 (777)
No log for spider/journal_committee/0013 (778)
No log for spider/journal_committee/0006 (779)
No log for spider/journal_committee/0004 (780)
No log for spider/journal_committee/0012 (781)
No log for spider/journal_committee/0015 (782)
No log for spider/journal_committee/0005 (783)
No log for spider/journal_committee/0016 (784)
No log for spider/journal_committee/0007 (785)
No log for spider/journal_committee/0001 (786)
No log for spider/journal_committee/0014 (787)
No log for spider/journal_committee/0009 (788)
No log for spider/journal_committee/0011 (789)
No log for spider/journal_committee/0010 (790)
No log for spider/tracking_grants_for_research/0033 (791)
No log for spider/tracking_grants_for_research/0037 (792)
No log for spider/tracking_grants_for_research/0002 (793)
No log for spider/tracking_grants_for_research/0036 (794)
No log for spider/tracking_grants_for_research/0017 (795)
No log for spider/tracking_grants_for_research/0008 (796)
No log for spider/tracking_grants_for_research/0039 (797)
No log for spider/tracking_grants_for_research/0038 (798)
No log for spider/tracking_grants_for_research/0003 (799)
No log for spider/tracking_grants_for_research/0027 (800)
No log for spider/tracking_grants_for_research/0022 (801)
No log for spider/tracking_grants_for_research/0030 (802)
No log for spider/tracking_grants_for_research/0013 (803)
No log for spider/tracking_grants_for_research/0006 (804)
No log for spider/tracking_grants_for_research/0004 (805)
No log for spider/tracking_grants_for_research/0012 (806)
No log for spider/tracking_grants_for_research/0026 (807)
No log for spider/tracking_grants_for_research/0015 (808)
No log for spider/tracking_grants_for_research/0005 (809)
No log for spider/tracking_grants_for_research/0016 (810)
No log for spider/tracking_grants_for_research/0032 (811)
No log for spider/tracking_grants_for_research/0018 (812)
No log for spider/tracking_grants_for_research/0035 (813)
No log for spider/tracking_grants_for_research/0020 (814)
No log for spider/tracking_grants_for_research/0019 (815)
No log for spider/tracking_grants_for_research/0007 (816)
No log for spider/tracking_grants_for_research/0034 (817)
No log for spider/tracking_grants_for_research/0024 (818)
No log for spider/tracking_grants_for_research/0021 (819)
No log for spider/tracking_grants_for_research/0023 (820)
No log for spider/tracking_grants_for_research/0001 (821)
No log for spider/tracking_grants_for_research/0014 (822)
No log for spider/tracking_grants_for_research/0009 (823)
No log for spider/tracking_grants_for_research/0025 (824)
No log for spider/tracking_grants_for_research/0011 (825)
No log for spider/tracking_grants_for_research/0029 (826)
No log for spider/tracking_grants_for_research/0010 (827)
No log for spider/tracking_grants_for_research/0028 (828)
No log for spider/tracking_grants_for_research/0031 (829)
No log for spider/epinions_1/0002 (830)
No log for spider/epinions_1/0017 (831)
No log for spider/epinions_1/0008 (832)
No log for spider/epinions_1/0003 (833)
No log for spider/epinions_1/0027 (834)
No log for spider/epinions_1/0022 (835)
No log for spider/epinions_1/0006 (836)
No log for spider/epinions_1/0004 (837)
No log for spider/epinions_1/0012 (838)
No log for spider/epinions_1/0026 (839)
No log for spider/epinions_1/0015 (840)
No log for spider/epinions_1/0005 (841)
No log for spider/epinions_1/0016 (842)
No log for spider/epinions_1/0018 (843)
No log for spider/epinions_1/0020 (844)
No log for spider/epinions_1/0019 (845)
No log for spider/epinions_1/0007 (846)
No log for spider/epinions_1/0024 (847)
No log for spider/epinions_1/0021 (848)
No log for spider/epinions_1/0023 (849)
No log for spider/epinions_1/0001 (850)
No log for spider/epinions_1/0009 (851)
No log for spider/epinions_1/0025 (852)
No log for spider/epinions_1/0011 (853)
No log for spider/epinions_1/0010 (854)
No log for spider/epinions_1/0028 (855)
No log for spider/store_1/0056 (856)
No log for spider/store_1/0042 (857)
No log for spider/store_1/0033 (858)
No log for spider/store_1/0037 (859)
No log for spider/store_1/0002 (860)
No log for spider/store_1/0036 (861)
No log for spider/store_1/0017 (862)
No log for spider/store_1/0052 (863)
No log for spider/store_1/0008 (864)
No log for spider/store_1/0039 (865)
No log for spider/store_1/0038 (866)
No log for spider/store_1/0003 (867)
No log for spider/store_1/0027 (868)
No log for spider/store_1/0048 (869)
No log for spider/store_1/0022 (870)
No log for spider/store_1/0053 (871)
No log for spider/store_1/0030 (872)
No log for spider/store_1/0013 (873)
No log for spider/store_1/0006 (874)
No log for spider/store_1/0004 (875)
No log for spider/store_1/0012 (876)
No log for spider/store_1/0026 (877)
No log for spider/store_1/0015 (878)
No log for spider/store_1/0005 (879)
No log for spider/store_1/0016 (880)
No log for spider/store_1/0032 (881)
No log for spider/store_1/0045 (882)
No log for spider/store_1/0018 (883)
No log for spider/store_1/0041 (884)
No log for spider/store_1/0051 (885)
No log for spider/store_1/0035 (886)
No log for spider/store_1/0020 (887)
No log for spider/store_1/0019 (888)
No log for spider/store_1/0007 (889)
No log for spider/store_1/0034 (890)
No log for spider/store_1/0024 (891)
No log for spider/store_1/0021 (892)
No log for spider/store_1/0023 (893)
No log for spider/store_1/0001 (894)
No log for spider/store_1/0043 (895)
No log for spider/store_1/0046 (896)
No log for spider/store_1/0047 (897)
No log for spider/store_1/0014 (898)
No log for spider/store_1/0009 (899)
No log for spider/store_1/0025 (900)
No log for spider/store_1/0011 (901)
No log for spider/store_1/0029 (902)
No log for spider/store_1/0010 (903)
No log for spider/store_1/0044 (904)
No log for spider/store_1/0040 (905)
No log for spider/store_1/0028 (906)
No log for spider/store_1/0049 (907)
No log for spider/store_1/0031 (908)
No log for spider/shop_membership/0002 (909)
No log for spider/shop_membership/0017 (910)
No log for spider/shop_membership/0008 (911)
No log for spider/shop_membership/0003 (912)
No log for spider/shop_membership/0022 (913)
No log for spider/shop_membership/0013 (914)
No log for spider/shop_membership/0006 (915)
No log for spider/shop_membership/0004 (916)
No log for spider/shop_membership/0012 (917)
No log for spider/shop_membership/0015 (918)
No log for spider/shop_membership/0005 (919)
No log for spider/shop_membership/0016 (920)
No log for spider/shop_membership/0020 (921)
No log for spider/shop_membership/0019 (922)
No log for spider/shop_membership/0007 (923)
No log for spider/shop_membership/0001 (924)
No log for spider/shop_membership/0014 (925)
No log for spider/shop_membership/0009 (926)
No log for spider/shop_membership/0011 (927)
No log for spider/shop_membership/0010 (928)
No log for spider/movie_1/0042 (929)
No log for spider/movie_1/0033 (930)
No log for spider/movie_1/0037 (931)
No log for spider/movie_1/0002 (932)
No log for spider/movie_1/0036 (933)
No log for spider/movie_1/0017 (934)
No log for spider/movie_1/0008 (935)
No log for spider/movie_1/0039 (936)
No log for spider/movie_1/0038 (937)
No log for spider/movie_1/0003 (938)
No log for spider/movie_1/0027 (939)
No log for spider/movie_1/0048 (940)
No log for spider/movie_1/0022 (941)
No log for spider/movie_1/0030 (942)
No log for spider/movie_1/0013 (943)
No log for spider/movie_1/0006 (944)
No log for spider/movie_1/0004 (945)
No log for spider/movie_1/0012 (946)
No log for spider/movie_1/0026 (947)
No log for spider/movie_1/0015 (948)
No log for spider/movie_1/0005 (949)
No log for spider/movie_1/0016 (950)
No log for spider/movie_1/0032 (951)
No log for spider/movie_1/0045 (952)
No log for spider/movie_1/0018 (953)
No log for spider/movie_1/0041 (954)
No log for spider/movie_1/0035 (955)
No log for spider/movie_1/0020 (956)
No log for spider/movie_1/0019 (957)
No log for spider/movie_1/0007 (958)
No log for spider/movie_1/0034 (959)
No log for spider/movie_1/0024 (960)
No log for spider/movie_1/0021 (961)
No log for spider/movie_1/0023 (962)
No log for spider/movie_1/0001 (963)
No log for spider/movie_1/0043 (964)
No log for spider/movie_1/0046 (965)
No log for spider/movie_1/0047 (966)
No log for spider/movie_1/0009 (967)
No log for spider/movie_1/0025 (968)
No log for spider/movie_1/0011 (969)
No log for spider/movie_1/0029 (970)
No log for spider/movie_1/0010 (971)
No log for spider/movie_1/0044 (972)
No log for spider/movie_1/0040 (973)
No log for spider/movie_1/0028 (974)
No log for spider/movie_1/0049 (975)
No log for spider/movie_1/0031 (976)
No log for spider/book_2/0002 (977)
No log for spider/book_2/0017 (978)
No log for spider/book_2/0008 (979)
No log for spider/book_2/0003 (980)
No log for spider/book_2/0013 (981)
No log for spider/book_2/0006 (982)
No log for spider/book_2/0004 (983)
No log for spider/book_2/0012 (984)
No log for spider/book_2/0015 (985)
No log for spider/book_2/0005 (986)
No log for spider/book_2/0016 (987)
No log for spider/book_2/0018 (988)
No log for spider/book_2/0020 (989)
No log for spider/book_2/0019 (990)
No log for spider/book_2/0007 (991)
No log for spider/book_2/0001 (992)
No log for spider/book_2/0014 (993)
No log for spider/book_2/0009 (994)
No log for spider/book_2/0011 (995)
No log for spider/book_2/0010 (996)
No log for spider/student_1/0033 (997)
No log for spider/student_1/0002 (998)
No log for spider/student_1/0008 (999)
No log for spider/student_1/0003 (1000)
No log for spider/student_1/0027 (1001)
No log for spider/student_1/0022 (1002)
No log for spider/student_1/0030 (1003)
No log for spider/student_1/0013 (1004)
No log for spider/student_1/0006 (1005)
No log for spider/student_1/0004 (1006)
No log for spider/student_1/0012 (1007)
No log for spider/student_1/0026 (1008)
No log for spider/student_1/0015 (1009)
No log for spider/student_1/0005 (1010)
No log for spider/student_1/0032 (1011)
No log for spider/student_1/0020 (1012)
No log for spider/student_1/0007 (1013)
No log for spider/student_1/0034 (1014)
No log for spider/student_1/0024 (1015)
No log for spider/student_1/0021 (1016)
No log for spider/student_1/0023 (1017)
No log for spider/student_1/0001 (1018)
No log for spider/student_1/0014 (1019)
No log for spider/student_1/0009 (1020)
No log for spider/student_1/0025 (1021)
No log for spider/student_1/0011 (1022)
No log for spider/student_1/0029 (1023)
No log for spider/student_1/0010 (1024)
No log for spider/student_1/0028 (1025)
No log for spider/student_1/0031 (1026)
No log for spider/cre_Docs_and_Epenses/0042 (1027)
No log for spider/cre_Docs_and_Epenses/0033 (1028)
No log for spider/cre_Docs_and_Epenses/0037 (1029)
No log for spider/cre_Docs_and_Epenses/0002 (1030)
No log for spider/cre_Docs_and_Epenses/0036 (1031)
No log for spider/cre_Docs_and_Epenses/0017 (1032)
No log for spider/cre_Docs_and_Epenses/0008 (1033)
No log for spider/cre_Docs_and_Epenses/0039 (1034)
No log for spider/cre_Docs_and_Epenses/0038 (1035)
No log for spider/cre_Docs_and_Epenses/0003 (1036)
No log for spider/cre_Docs_and_Epenses/0027 (1037)
No log for spider/cre_Docs_and_Epenses/0022 (1038)
No log for spider/cre_Docs_and_Epenses/0030 (1039)
No log for spider/cre_Docs_and_Epenses/0013 (1040)
No log for spider/cre_Docs_and_Epenses/0006 (1041)
No log for spider/cre_Docs_and_Epenses/0004 (1042)
No log for spider/cre_Docs_and_Epenses/0012 (1043)
No log for spider/cre_Docs_and_Epenses/0026 (1044)
No log for spider/cre_Docs_and_Epenses/0015 (1045)
No log for spider/cre_Docs_and_Epenses/0005 (1046)
No log for spider/cre_Docs_and_Epenses/0016 (1047)
No log for spider/cre_Docs_and_Epenses/0032 (1048)
No log for spider/cre_Docs_and_Epenses/0018 (1049)
No log for spider/cre_Docs_and_Epenses/0035 (1050)
No log for spider/cre_Docs_and_Epenses/0020 (1051)
No log for spider/cre_Docs_and_Epenses/0019 (1052)
No log for spider/cre_Docs_and_Epenses/0007 (1053)
No log for spider/cre_Docs_and_Epenses/0034 (1054)
No log for spider/cre_Docs_and_Epenses/0024 (1055)
